,bruises,odor,ring-number,ring-type,spore-print-color,population,habitat,cap,gill,stalk
2849,1,5,1,4,3,4,0,-1.7586209159116462,1.301175835282454,0.07721508762706197
512,1,0,1,4,6,4,0,-0.8875999978353397,-0.5326900653890926,-1.3820642626977904
4729,0,2,1,2,1,5,1,0.6967316058174551,-0.026432796589665127,2.052570982144358
1081,1,6,1,4,3,4,5,1.0076061055857122,-1.2834932595500816,-1.198062696213186
1664,0,5,1,0,2,0,1,-0.09966971927229715,1.2933455255165174,-0.674901728968094
1012,1,0,1,4,3,3,4,1.8786270236620188,0.7322007073372602,-1.9066733720440707
1931,1,0,1,4,3,3,1,2.2505426474569252,0.16322557939206617,-1.020547991730168
1150,0,5,1,0,2,0,1,1.3104577007652365,1.2933455255165174,0.5419736211188371
2838,1,5,1,4,2,5,0,-0.7509296816823438,1.1115174593007227,0.07721508762706197
5949,0,5,1,0,7,4,2,-0.4025213144518212,0.4156018145195639,1.2559902098484974
116,0,5,1,4,3,5,5,-1.2885784425658018,-0.7145181316048876,-1.198062696213186
740,0,5,1,4,2,4,5,-1.584416732296385,-0.7145181316048876,-1.198062696213186
7793,0,8,1,0,7,4,4,0.14359849295834642,-2.0421267634770066,-0.30206250083506786
6070,0,2,1,0,7,4,0,-0.7964864537333425,-2.0421267634770066,-0.0880967125335141
5177,1,5,2,4,5,4,1,2.6445077867384463,0.9218590833189911,-0.8430332872471509
3675,0,2,1,2,1,4,4,-1.7586209159116462,-0.026432796589665127,4.393998479477928
5906,1,5,2,0,7,1,6,-1.4933031881943875,1.301175835282454,2.261265788902829
830,0,5,1,4,2,4,5,-1.2885784425658018,-0.7145181316048876,-1.198062696213186
119,0,5,1,4,3,5,5,-1.1143742589505403,-1.2834932595500816,-1.198062696213186
4752,0,2,1,2,1,5,1,0.46849960362448534,0.7322007073372602,2.629702185460493
7748,0,5,2,4,7,2,1,-0.8875999978353397,1.8623206534617112,-0.1344226114162668
7690,0,8,1,0,7,4,2,-0.20480987427217634,-2.0421267634770066,-0.010755008837914495
8027,0,2,1,0,7,4,2,0.5375636322398677,-2.0421267634770066,-0.010755008837914495
635,1,0,1,4,3,3,3,2.8187119703537076,1.301175835282454,-1.020547991730168
4465,0,2,1,2,1,4,0,0.8334019219704508,-0.21609117257139643,0.8818572334775732
4364,1,5,1,4,7,1,2,2.6445077867384463,0.4156018145195639,-0.8430332872471509
6799,0,2,1,0,7,4,2,0.18915526500934482,-2.0421267634770066,-0.06501591182344083
7079,0,5,1,4,3,1,2,0.6136409663041908,3.027982072095903,0.5051951659026519
6966,0,2,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.6191926838813802
7010,0,2,1,0,7,4,0,0.18915526500934482,-2.0421267634770066,-0.6734535868669065
4142,1,5,1,4,2,4,0,0.6591977383551894,1.301175835282454,0.08544075864431919
7517,0,7,1,0,7,4,2,0.5375636322398677,-2.0421267634770066,0.2290334705127982
7027,0,7,1,0,7,4,2,0.18915526500934482,-2.0421267634770066,-0.5961118831713068
991,0,5,1,0,2,0,1,-0.9706906373486036,1.2933455255165174,-0.674901728968094
876,1,0,1,4,3,2,3,0.2942954200092241,0.16322557939206617,-1.020547991730168
4869,0,2,1,0,7,4,2,-0.4025213144518212,-2.0421267634770066,-0.06501591182344083
5315,0,2,1,2,1,4,1,1.8786270236620188,0.7322007073372602,2.6461535274950068
5222,1,2,1,4,1,3,5,0.4394367826889296,0.7322007073372602,0.897003030084873
4,0,5,1,0,3,0,1,-0.9706906373486036,0.7243703975713236,-1.7370936716638257
3051,1,5,1,4,2,4,0,1.0076061055857122,0.35288395537379746,0.959363234635779
5691,1,5,2,0,7,1,6,1.1818102892009732,-0.4057495485531277,0.7910188772216338
3124,0,1,1,4,2,3,0,-0.09966971927229715,-0.1533733134256301,-0.8430332872471509
6407,0,8,1,0,7,4,2,0.6136409663041908,-2.0421267634770066,-0.38214609486975315
7136,0,5,2,4,7,2,1,-1.7586209159116462,1.2933455255165174,0.47401506362719864
2660,1,5,1,4,3,4,0,-1.9328250995269078,0.7322007073372602,-0.21683429470917706
2491,1,5,1,4,3,5,0,-1.9328250995269078,0.35288395537379746,-0.21683429470917706
7146,0,4,0,3,7,1,0,0.48499355473992817,1.301175835282454,2.5689349579657863
5173,0,2,1,2,1,4,1,1.8786270236620188,-0.026432796589665127,2.629702185460493
3854,0,2,1,2,1,5,1,-1.7586209159116462,0.7322007073372602,3.217800950132971
4933,0,2,1,2,1,4,1,-0.7133958142200783,-0.21609117257139643,2.6461535274950068
4777,1,5,2,0,7,1,6,-0.6222822701180812,-0.4057495485531277,-0.665518582764133
1715,1,5,1,4,2,5,0,-1.7586209159116462,1.1115174593007227,-0.796707388364398
6448,0,8,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.38214609486975315
7509,0,7,1,0,7,4,0,-0.20480987427217634,-2.0421267634770066,-0.6734535868669065
6713,0,2,1,0,7,4,0,-1.144894820963865,-2.0421267634770066,-0.6734535868669065
6457,0,7,1,0,7,4,2,-0.7964864537333425,-2.0421267634770066,-0.3794042045306674
6293,0,7,1,0,7,4,2,0.2652325990736682,-2.0421267634770066,-0.3048043911741535
1148,0,5,1,0,2,0,1,-1.7586209159116462,0.5347120215895923,0.5419736211188371
3261,1,5,1,4,2,5,0,-0.34849349587411305,1.1115174593007227,-0.2058667333528342
574,1,0,1,4,3,5,1,-0.4025213144518212,1.301175835282454,-1.9066733720440707
3769,1,5,1,4,2,5,0,-0.34849349587411305,1.301175835282454,-0.2058667333528342
3736,1,5,1,4,3,5,0,1.0076061055857122,0.7322007073372602,-1.3820642626977904
4146,0,2,1,2,1,4,4,-0.5767254980670828,-0.21609117257139643,2.6461535274950068
853,0,5,1,0,3,0,1,-0.8875999978353397,1.2933455255165174,-0.5202183215768948
1982,1,3,1,4,2,2,3,0.2942954200092241,0.16322557939206617,-1.020547991730168
2774,1,5,1,4,2,4,0,-1.9328250995269078,0.7322007073372602,0.08544075864431919
5919,1,2,1,4,1,4,5,-0.08317576815685446,1.301175835282454,-1.3820642626977904
4929,0,2,1,2,1,5,1,0.46849960362448534,-0.21609117257139643,4.393998479477928
7521,0,2,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,0.5203409625099515
5211,0,2,1,2,1,4,4,-0.5767254980670828,-0.21609117257139643,0.8818572334775732
1166,1,6,1,4,2,4,1,-0.7964864537333425,-1.2834932595500816,-1.198062696213186
6614,0,7,1,0,7,4,2,0.6136409663041908,-2.0421267634770066,-0.3794042045306674
6002,0,2,1,0,7,4,0,-0.7509296816823438,-2.0421267634770066,-0.9105001758785335
971,1,5,1,4,2,4,0,-1.584416732296385,0.35288395537379746,-1.0907567707006371
2701,1,5,1,4,2,5,0,-1.9328250995269078,0.35288395537379746,0.08544075864431919
4495,0,2,1,2,1,5,4,0.6967316058174551,-0.026432796589665127,2.6461535274950068
6655,0,7,1,0,7,4,0,0.14359849295834642,-2.0421267634770066,-0.6734535868669065
3847,1,5,1,4,3,5,0,0.6591977383551894,1.301175835282454,0.959363234635779
2368,1,5,1,4,2,4,0,-0.4025213144518212,0.35288395537379746,-0.21683429470917706
4115,0,2,1,2,1,4,1,0.6967316058174551,-0.21609117257139643,2.6461535274950068
4780,0,2,1,2,1,5,1,-0.7133958142200783,-0.026432796589665127,0.8818572334775732
4131,0,2,1,2,1,4,0,0.8334019219704508,-0.026432796589665127,4.393998479477928
2950,1,5,1,4,2,5,0,-1.7586209159116462,0.7322007073372602,-0.796707388364398
5625,0,2,1,2,1,5,1,-0.7133958142200783,-0.026432796589665127,2.6461535274950068
6971,0,2,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,0.2290334705127982
524,0,5,1,4,2,5,5,-0.34849349587411305,-1.09383488356835,-1.198062696213186
2455,1,5,1,4,2,4,0,-0.17428931225885164,0.7322007073372602,-0.796707388364398
5016,0,2,1,2,1,5,0,1.8786270236620188,0.7322007073372602,2.6461535274950068
1841,0,5,1,0,3,0,1,0.5225274222021941,1.2933455255165174,-1.7370936716638257
5986,0,2,1,2,1,4,1,1.8786270236620188,-0.21609117257139643,4.393998479477928
537,0,5,1,4,2,4,5,-1.1143742589505403,-0.7145181316048876,-1.198062696213186
2806,1,5,1,4,2,5,0,-1.9328250995269078,0.35288395537379746,-0.796707388364398
5801,0,2,1,0,7,4,4,-0.4025213144518212,-2.0421267634770066,0.22629158017371254
5596,1,5,2,0,7,1,6,-0.08317576815685446,-0.4057495485531277,0.7910188772216338
7206,0,2,1,0,7,4,4,-0.20480987427217634,-2.0421267634770066,-0.30206250083506786
7343,0,7,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.38214609486975315
4341,1,5,1,4,2,5,0,0.6591977383551894,1.301175835282454,0.07721508762706197
7560,0,5,2,4,7,2,1,-1.7586209159116462,1.8623206534617112,-0.05708090772066722
3175,1,5,1,4,3,4,0,-0.4025213144518212,0.7322007073372602,0.07721508762706197
784,1,0,1,4,2,2,1,-0.09966971927229715,1.301175835282454,-1.020547991730168
4057,0,1,1,4,3,3,0,-1.7586209159116462,-1.662810011513544,-0.8430332872471509
1409,0,5,1,0,3,3,1,0.6136409663041908,0.9140287735530548,-1.7370936716638257
2537,1,5,1,4,2,4,0,-0.7509296816823438,0.35288395537379746,-1.3820642626977904
154,1,0,1,4,6,4,0,-0.09966971927229715,0.4156018145195639,-1.3820642626977904
3009,0,2,1,2,1,5,4,-1.7586209159116462,-0.026432796589665127,0.8818572334775732
1686,0,5,1,0,3,3,1,0.4394367826889296,0.9140287735530548,-1.7370936716638257
2901,1,5,1,4,3,5,0,1.0076061055857122,0.7322007073372602,0.07721508762706197
8039,0,2,1,0,7,4,2,-0.20480987427217634,-2.0421267634770066,-0.6734535868669065
7455,0,5,1,4,0,4,2,0.6136409663041908,3.027982072095903,0.5051951659026519
4721,0,2,1,2,1,4,1,-0.7133958142200783,-0.21609117257139643,0.8818572334775732
3863,1,5,1,4,3,5,0,-0.5767254980670828,1.1115174593007227,0.07721508762706197
2733,1,5,1,4,2,5,0,-0.5767254980670828,0.35288395537379746,-1.0880148803615513
1895,1,5,1,4,3,4,0,-0.4025213144518212,1.301175835282454,0.959363234635779
5442,0,2,1,2,1,4,4,-0.5767254980670828,-0.026432796589665127,1.4699559981500512
569,1,0,1,4,2,2,3,2.6445077867384463,1.301175835282454,-1.020547991730168
6709,0,2,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.38214609486975315
5854,0,2,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,-0.38214609486975315
1816,0,2,1,2,1,5,1,-1.7586209159116462,-0.026432796589665127,3.2287685114893145
2065,1,5,1,4,2,4,0,-0.4025213144518212,1.1115174593007227,-1.0907567707006371
127,0,5,1,0,3,0,1,-0.34849349587411305,0.5347120215895923,-1.7370936716638257
3394,1,5,1,4,2,5,0,1.0076061055857122,1.301175835282454,-0.796707388364398
3327,0,1,1,4,3,4,0,-1.4102125486811237,-1.1016651933342867,-0.8430332872471509
8092,0,8,1,0,7,4,4,0.18915526500934482,-2.0421267634770066,-0.6191926838813802
6102,0,2,1,0,7,4,0,0.6591977383551894,-2.0421267634770066,-0.6191926838813802
2975,1,5,1,4,2,5,0,-0.4025213144518212,1.1115174593007227,-0.796707388364398
980,1,5,1,4,3,5,0,-0.17428931225885164,1.1115174593007227,-0.796707388364398
2300,1,5,1,4,3,4,0,-0.7509296816823438,0.7322007073372602,-1.0880148803615513
190,0,5,1,0,2,3,1,-0.8875999978353397,1.2933455255165174,-0.674901728968094
1139,0,5,1,0,3,0,1,-0.7964864537333425,0.9140287735530548,-0.5202183215768948
5088,0,2,1,2,1,4,4,-0.34849349587411305,-0.026432796589665127,2.052570982144358
699,0,5,1,0,3,0,1,0.6136409663041908,0.9140287735530548,-0.5202183215768948
7749,0,5,2,4,7,2,1,0.052484948856349585,1.2933455255165174,-0.05708090772066722
606,0,5,1,0,3,3,1,-0.9706906373486036,0.9140287735530548,-0.674901728968094
4276,0,5,1,0,7,4,2,0.5375636322398677,0.4156018145195639,2.318182152544229
301,1,0,1,4,2,3,1,2.6445077867384463,1.301175835282454,-1.020547991730168
6640,0,8,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.30206250083506786
3420,1,5,1,4,3,5,0,-0.5767254980670828,1.301175835282454,-1.0907567707006371
7815,0,7,1,0,7,4,2,-0.20480987427217634,-2.0421267634770066,-1.2045495582147725
1060,0,5,1,0,3,0,1,1.3104577007652365,0.5347120215895923,-0.674901728968094
7877,0,7,1,0,7,4,2,-0.7964864537333425,-2.0421267634770066,0.22629158017371254
7954,0,5,2,4,7,2,1,1.4626123688938824,1.8623206534617112,-0.1344226114162668
2565,1,5,1,4,2,5,0,-1.9328250995269078,1.301175835282454,-1.0880148803615513
8108,0,8,1,0,7,4,2,0.18915526500934482,-2.0421267634770066,-0.3048043911741535
1069,1,3,1,4,3,3,1,-0.4025213144518212,0.35288395537379746,-1.9066733720440707
2524,1,5,1,4,3,5,0,-0.5767254980670828,0.35288395537379746,-1.0880148803615513
2205,1,5,1,4,3,4,0,-1.9328250995269078,1.1115174593007227,-1.3820642626977904
1243,1,6,1,4,3,3,5,1.3104577007652365,-0.14554300365969353,-1.198062696213186
7339,0,8,1,0,7,4,0,0.2652325990736682,-2.0421267634770066,-1.2045495582147725
16,0,5,1,0,3,0,1,0.5225274222021941,0.7243703975713236,-1.7370936716638257
3120,1,5,1,4,2,5,0,-0.34849349587411305,1.1115174593007227,0.08544075864431919
8095,0,4,0,3,7,1,0,-0.9251338652976054,1.490834211264185,2.5689349579657863
4642,0,2,1,2,1,4,0,-0.5767254980670828,0.7322007073372602,1.4699559981500512
4754,0,2,1,2,1,4,4,1.8786270236620188,-0.026432796589665127,3.2287685114893145
815,1,0,1,4,2,3,3,-0.09966971927229715,0.35288395537379746,-1.020547991730168
3067,1,5,1,4,2,5,0,0.8334019219704508,0.7322007073372602,-0.2058667333528342
7756,0,2,1,0,7,4,4,0.5375636322398677,-2.0421267634770066,0.22629158017371254
5600,0,8,1,0,7,4,2,-0.4025213144518212,-2.0421267634770066,0.22629158017371254
959,1,3,1,4,3,2,3,0.46849960362448534,0.16322557939206617,-1.020547991730168
7022,1,5,2,4,7,4,4,0.4394367826889296,1.301175835282454,-0.8430332872471509
6427,0,7,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,-1.2045495582147725
4893,1,2,1,4,1,3,5,-0.08317576815685446,1.301175835282454,-0.16518891261085913
7444,0,5,2,4,7,2,1,-1.7586209159116462,0.34505364560786106,-0.1344226114162668
225,1,3,1,4,2,3,1,2.6445077867384463,0.35288395537379746,-1.020547991730168
6170,0,8,1,0,7,4,2,-0.7964864537333425,-2.0421267634770066,-0.30206250083506786
3354,1,5,1,4,3,4,0,1.0076061055857122,1.1115174593007227,-1.0907567707006371
5895,0,5,1,1,1,4,0,0.2942954200092241,-0.7145181316048876,0.3966733599315991
2485,1,5,1,4,3,5,0,-0.4025213144518212,0.7322007073372602,-1.3820642626977904
562,1,0,1,4,6,4,0,0.07453446434296443,-0.5326900653890926,-1.3820642626977904
3436,1,5,1,4,3,4,0,0.8334019219704508,1.1115174593007227,-1.0880148803615513
6373,0,2,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,-0.0880967125335141
6181,0,7,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,0.22629158017371254
1693,0,5,1,0,2,3,1,0.6136409663041908,0.5347120215895923,-0.5202183215768948
6893,0,7,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,-0.913242066217619
1045,1,0,1,4,3,3,1,-0.09966971927229715,1.301175835282454,-1.020547991730168
3446,0,1,1,4,3,4,0,-0.6222822701180812,0.22594343853783255,-0.8430332872471509
4565,0,2,1,2,1,4,1,0.6967316058174551,-0.026432796589665127,2.052570982144358
954,0,5,1,0,3,3,1,-0.17428931225885164,0.5347120215895923,-0.5202183215768948
8091,0,2,1,0,7,4,4,0.18915526500934482,-2.0421267634770066,-0.6734535868669065
2735,1,5,1,4,3,4,0,-1.9328250995269078,1.1115174593007227,0.959363234635779
7961,0,8,1,0,7,4,4,0.5375636322398677,-2.0421267634770066,-0.9105001758785335
4735,0,2,1,2,1,5,0,-0.7133958142200783,-0.026432796589665127,3.217800950132971
7818,0,5,2,4,7,2,1,1.3795217293806183,0.34505364560786106,-0.665518582764133
1218,0,5,1,0,3,0,1,0.5225274222021941,0.5347120215895923,0.5419736211188371
5254,1,2,1,4,1,3,1,-1.4933031881943875,0.7322007073372602,0.897003030084873
5511,0,8,1,0,7,4,2,-0.7509296816823438,-2.0421267634770066,0.2290334705127982
7722,0,7,1,0,7,4,4,0.6136409663041908,-2.0421267634770066,-0.3048043911741535
1527,0,5,1,0,2,3,1,0.4394367826889296,0.9140287735530548,0.5419736211188371
3987,0,2,1,2,1,5,1,-0.7133958142200783,-0.026432796589665127,3.2287685114893145
8014,0,5,2,4,7,3,1,-0.030605690656914895,1.8623206534617112,-0.665518582764133
1300,0,5,1,0,3,0,1,-0.09966971927229715,1.2933455255165174,-1.7370936716638257
7939,0,5,1,4,4,1,2,1.5537259129958796,3.027982072095903,0.5051951659026519
6944,0,7,1,0,7,4,2,1.0076061055857122,-2.0421267634770066,-0.3794042045306674
5699,0,2,1,2,1,4,0,1.8786270236620188,0.7322007073372602,0.8818572334775732
160,1,3,1,4,2,3,3,2.4247468310721865,-0.21609117257139643,-1.020547991730168
4067,0,2,1,2,1,5,4,0.6967316058174551,-0.21609117257139643,1.4699559981500512
5800,0,5,1,0,7,4,0,0.46849960362448534,-0.14554300365969353,-0.8822262614047723
956,1,6,1,4,2,4,5,-0.09966971927229715,-0.14554300365969353,-1.198062696213186
3791,1,5,1,4,2,4,0,1.0076061055857122,1.301175835282454,-0.21683429470917706
3234,1,5,1,4,2,5,0,-0.5767254980670828,0.35288395537379746,-0.796707388364398
2869,1,5,1,4,2,4,0,-0.7509296816823438,1.1115174593007227,-0.21683429470917706
3777,1,5,1,4,2,5,0,-0.5767254980670828,0.35288395537379746,-0.2058667333528342
4433,0,2,1,2,1,4,0,0.6967316058174551,-0.21609117257139643,3.2287685114893145
4973,0,2,1,2,1,4,0,-0.34849349587411305,0.7322007073372602,3.2287685114893145
6015,0,2,1,0,7,4,4,0.6591977383551894,-2.0421267634770066,-0.0880967125335141
2961,1,5,1,4,3,5,0,-0.4025213144518212,0.35288395537379746,-0.21683429470917706
5980,0,5,1,1,1,5,0,1.7044228400467576,-0.14554300365969353,0.3966733599315991
2200,0,5,1,0,3,0,1,-0.09966971927229715,1.2933455255165174,-0.674901728968094
98,1,0,1,4,3,3,1,2.2505426474569252,-0.21609117257139643,-1.020547991730168
7888,0,7,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.010755008837914495
2557,1,5,1,4,3,4,0,-0.17428931225885164,1.1115174593007227,0.08544075864431919
3183,1,5,1,4,3,5,0,-0.5226976794893742,1.301175835282454,-0.21683429470917706
7394,0,2,1,0,7,4,0,0.14359849295834642,-2.0421267634770066,-0.6734535868669065
253,1,3,1,4,3,3,3,2.8187119703537076,1.301175835282454,-1.020547991730168
3923,1,5,1,4,2,4,0,-0.34849349587411305,0.7322007073372602,-0.21683429470917706
4199,0,1,1,4,3,4,0,-1.4102125486811237,-0.5326900653890926,-0.8430332872471509
1445,1,6,1,4,2,4,1,1.7044228400467576,-0.14554300365969353,-1.198062696213186
5539,1,2,1,4,1,4,1,1.3104577007652365,1.301175835282454,-0.3198723200020583
1648,0,5,1,0,3,3,1,-0.09966971927229715,0.5347120215895923,-0.674901728968094
4682,0,2,1,2,1,5,0,-0.5767254980670828,-0.21609117257139643,3.217800950132971
4723,0,2,1,2,1,5,1,-0.5767254980670828,-0.21609117257139643,4.393998479477928
3991,0,2,1,2,1,4,0,-0.5767254980670828,-0.026432796589665127,0.8818572334775732
1696,0,5,1,0,2,3,1,1.3104577007652365,0.9140287735530548,0.5419736211188371
3191,0,1,1,4,2,3,0,-0.6222822701180812,-0.3352013796414249,-0.8430332872471509
6197,0,7,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,-0.6191926838813802
6295,0,2,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.6734535868669065
4499,0,1,1,4,2,4,0,-0.9706906373486036,0.22594343853783255,-0.8430332872471509
1154,1,6,1,4,2,4,1,0.2942954200092241,-1.09383488356835,-1.198062696213186
2255,1,5,1,4,2,5,0,-0.34849349587411305,0.7322007073372602,-0.796707388364398
6959,0,2,1,0,7,4,4,0.14359849295834642,-2.0421267634770066,-0.6191926838813802
1682,1,3,1,4,2,3,3,0.07453446434296443,1.301175835282454,-1.020547991730168
3170,1,5,1,4,3,5,0,0.8334019219704508,0.35288395537379746,0.959363234635779
7400,0,5,2,4,7,3,1,1.4626123688938824,0.34505364560786106,-0.1344226114162668
2056,1,5,1,4,3,4,0,-1.7586209159116462,1.1115174593007227,0.07721508762706197
7158,0,5,2,4,7,2,1,1.3795217293806183,0.34505364560786106,-0.1344226114162668
4090,0,2,1,2,1,4,0,-1.7586209159116462,0.7322007073372602,3.217800950132971
7910,0,4,0,3,7,1,0,1.0076061055857122,3.027982072095903,2.5689349579657863
3108,1,5,1,4,2,5,0,1.0076061055857122,1.301175835282454,0.08544075864431919
4548,1,2,1,4,1,4,1,-0.08317576815685446,1.301175835282454,-0.3198723200020583
3723,1,5,1,4,2,4,0,-0.4025213144518212,1.301175835282454,-0.21683429470917706
6397,0,8,1,0,7,4,0,1.0076061055857122,-2.0421267634770066,-0.9105001758785335
5423,1,5,2,4,5,4,3,1.2508743178163555,-0.21609117257139643,-0.8430332872471509
7040,0,5,2,4,7,3,1,-1.7586209159116462,0.34505364560786106,-0.05708090772066722
2049,1,5,1,4,3,5,0,-0.34849349587411305,0.35288395537379746,-1.0880148803615513
4976,0,2,1,2,1,4,1,0.6967316058174551,0.7322007073372602,4.393998479477928
3643,1,5,1,4,2,5,0,1.0076061055857122,0.35288395537379746,-1.0907567707006371
8008,0,2,1,0,7,4,4,-0.20480987427217634,-2.0421267634770066,0.22629158017371254
623,1,0,1,4,2,3,4,1.8786270236620188,0.35288395537379746,-1.9066733720440707
6489,0,2,1,0,7,4,4,-1.144894820963865,-2.0421267634770066,-0.3794042045306674
7807,0,5,1,4,0,1,2,0.14359849295834642,1.8900318162055154,0.5051951659026519
5883,1,5,2,0,7,1,6,0.5375636322398677,-0.4057495485531277,2.261265788902829
262,1,0,1,4,3,2,1,-0.09966971927229715,0.35288395537379746,-1.020547991730168
5730,0,2,1,2,1,4,1,1.8786270236620188,0.7322007073372602,1.4699559981500512
3369,1,5,1,4,2,5,0,0.6591977383551894,1.301175835282454,0.08544075864431919
4061,1,5,1,4,3,5,0,-0.17428931225885164,0.35288395537379746,-1.3820642626977904
5534,1,5,2,0,7,1,6,1.0076061055857122,-0.4057495485531277,0.8047283289170621
6294,0,8,1,0,7,4,4,-0.7509296816823438,-2.0421267634770066,-0.913242066217619
6065,0,7,1,0,7,4,2,1.0076061055857122,-2.0421267634770066,-0.913242066217619
6616,0,8,1,0,7,4,4,0.2652325990736682,-2.0421267634770066,-0.3048043911741535
1802,1,5,1,4,2,4,0,-1.7586209159116462,1.1115174593007227,-1.0880148803615513
4736,0,2,1,2,1,5,4,-0.5767254980670828,-0.026432796589665127,2.6461535274950068
8106,0,5,1,4,3,4,2,0.14359849295834642,2.0796901921872464,0.5051951659026519
2385,0,2,1,2,1,5,0,-1.7586209159116462,-0.026432796589665127,2.052570982144358
6694,0,7,1,0,7,4,0,-1.144894820963865,-2.0421267634770066,-0.3794042045306674
5759,1,2,1,4,1,3,5,-1.4933031881943875,0.7322007073372602,-1.3820642626977904
1959,1,6,1,4,3,3,1,1.0076061055857122,-0.14554300365969353,-1.198062696213186
2976,1,5,1,4,2,4,0,-0.5767254980670828,1.1115174593007227,-0.796707388364398
488,1,3,1,4,2,3,4,-0.4025213144518212,0.35288395537379746,-1.9066733720440707
1843,1,6,1,4,3,3,5,1.0076061055857122,-1.2834932595500816,-1.198062696213186
1734,1,6,1,4,2,4,1,0.6136409663041908,-1.09383488356835,-1.198062696213186
2911,1,5,1,4,3,5,0,-0.7509296816823438,0.35288395537379746,0.959363234635779
3219,1,5,1,4,3,5,0,0.8334019219704508,1.1115174593007227,-1.3820642626977904
146,0,5,1,0,3,0,1,0.5225274222021941,0.7243703975713236,-0.674901728968094
5630,0,5,1,0,7,4,2,-0.4025213144518212,0.4156018145195639,0.03911485976156643
1986,0,5,1,0,3,0,1,-0.9706906373486036,0.9140287735530548,-0.5202183215768948
1369,0,5,1,0,3,0,1,0.5225274222021941,0.9140287735530548,-0.5202183215768948
6546,0,8,1,0,7,4,4,0.6136409663041908,-2.0421267634770066,-0.0880967125335141
6051,0,2,1,0,7,4,2,0.6136409663041908,-2.0421267634770066,-0.6734535868669065
7098,0,5,2,4,7,2,1,-1.7586209159116462,0.34505364560786106,0.47401506362719864
2811,1,5,1,4,3,4,0,-0.17428931225885164,1.301175835282454,0.08544075864431919
659,0,5,1,4,3,5,5,-0.34849349587411305,-1.2834932595500816,-1.198062696213186
1794,0,5,1,0,3,0,1,-1.584416732296385,1.2933455255165174,0.5419736211188371
7516,0,5,1,4,4,1,2,-0.7964864537333425,1.8900318162055154,0.5051951659026519
2511,1,5,1,4,3,4,0,-0.7509296816823438,1.301175835282454,-0.796707388364398
3397,0,1,1,4,2,3,0,-0.09966971927229715,-0.5326900653890926,-0.8430332872471509
4282,0,2,1,2,1,4,1,0.6967316058174551,0.7322007073372602,0.8818572334775732
1147,0,5,1,0,3,0,1,-1.7586209159116462,0.9140287735530548,-1.7370936716638257
3272,1,5,1,4,2,4,0,0.8334019219704508,1.301175835282454,-1.0880148803615513
608,1,3,1,4,2,3,3,-0.09966971927229715,1.301175835282454,-1.020547991730168
6287,0,2,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,-0.913242066217619
6895,0,7,1,0,7,4,2,-0.7964864537333425,-2.0421267634770066,-0.38214609486975315
3582,1,5,1,4,2,5,0,1.0076061055857122,1.1115174593007227,-0.2058667333528342
1930,1,6,1,4,2,3,5,1.7044228400467576,-0.14554300365969353,-1.198062696213186
7125,0,7,1,0,7,4,4,-0.20480987427217634,-2.0421267634770066,0.2290334705127982
197,1,3,1,4,3,2,3,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
7777,0,5,2,4,7,3,1,-0.09966971927229715,0.34505364560786106,0.47401506362719864
2931,1,5,1,4,2,5,0,-0.17428931225885164,0.35288395537379746,-1.3820642626977904
2327,1,5,1,4,3,4,0,0.8334019219704508,1.1115174593007227,-0.796707388364398
4389,0,2,1,2,1,4,1,-0.5767254980670828,-0.026432796589665127,0.8818572334775732
766,1,3,1,4,3,4,0,-0.09966971927229715,-0.1533733134256301,-1.3820642626977904
4496,1,2,1,4,1,4,1,-0.9706906373486036,0.7322007073372602,-0.16518891261085913
4218,0,2,1,2,1,5,1,0.6967316058174551,0.7322007073372602,2.6461535274950068
3255,1,5,1,4,3,4,0,0.6591977383551894,0.35288395537379746,0.08544075864431919
202,1,0,1,4,2,2,1,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
3510,1,5,1,4,3,5,0,1.0076061055857122,0.7322007073372602,-0.796707388364398
4931,1,5,2,0,7,1,6,-0.7509296816823438,-0.4057495485531277,2.261265788902829
6390,0,8,1,0,7,4,4,0.5375636322398677,-2.0421267634770066,-0.06501591182344083
5535,0,2,1,0,7,4,2,-0.4025213144518212,-2.0421267634770066,0.22629158017371254
1733,0,5,1,0,3,3,1,-0.8875999978353397,1.2933455255165174,-0.5202183215768948
5791,1,2,1,4,1,4,5,-1.4933031881943875,0.7322007073372602,-0.16518891261085913
